===== 07_FERRAMENTAS_COMANDOS_INSTALADOS =====

Name                                            CommandType Source                                    Version     
Set-CimInstance                                      Cmdlet CimCmdlets                                1.0.0.0     
Set-CIPolicyIdInfo                                   Cmdlet ConfigCI                                  1.0         
Set-CIPolicySetting                                  Cmdlet ConfigCI                                  1.0         
Set-CIPolicyVersion                                  Cmdlet ConfigCI                                  1.0         
Set-Clipboard                                        Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Set-ClusteredScheduledTask                         Function ScheduledTasks                            1.0.0.0     
Set-Content                                          Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Set-Culture                                          Cmdlet International                             2.1.0.0     
Set-DAClientExperienceConfiguration                Function DirectAccessClientComponents              1.0.0.0     
Set-DAEntryPointTableItem                          Function DirectAccessClientComponents              1.0.0.0     
Set-Date                                             Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
Set-DeliveryOptimizationStatus                     Function DeliveryOptimization                      1.0.3.0     
Set-Disk                                           Function Storage                                   2.0.0.0     
Set-DnsClient                                      Function DnsClient                                 1.0.0.0     
Set-DnsClientDohServerAddress                      Function DnsClient                                 1.0.0.0     
Set-DnsClientGlobalSetting                         Function DnsClient                                 1.0.0.0     
Set-DnsClientNrptGlobal                            Function DnsClient                                 1.0.0.0     
Set-DnsClientNrptRule                              Function DnsClient                                 1.0.0.0     
Set-DnsClientServerAddress                         Function DnsClient                                 1.0.0.0     
Set-DODownloadMode                                 Function DeliveryOptimization                      1.0.3.0     
Set-DOMaxBackgroundBandwidth                       Function DeliveryOptimization                      1.0.3.0     
Set-DOMaxForegroundBandwidth                       Function DeliveryOptimization                      1.0.3.0     
Set-DOPercentageMaxBackgroundBandwidth             Function DeliveryOptimization                      1.0.3.0     
Set-DOPercentageMaxForegroundBandwidth             Function DeliveryOptimization                      1.0.3.0     
Set-DscLocalConfigurationManager                     Cmdlet PSDesiredStateConfiguration               1.1         
Set-DtcAdvancedHostSetting                         Function MsDtc                                     1.0.0.0     
Set-DtcAdvancedSetting                             Function MsDtc                                     1.0.0.0     
Set-DtcClusterDefault                              Function MsDtc                                     1.0.0.0     
Set-DtcClusterTMMapping                            Function MsDtc                                     1.0.0.0     
Set-DtcDefault                                     Function MsDtc                                     1.0.0.0     
Set-DtcLog                                         Function MsDtc                                     1.0.0.0     
Set-DtcNetworkSetting                              Function MsDtc                                     1.0.0.0     
Set-DtcTransaction                                 Function MsDtc                                     1.0.0.0     
Set-DtcTransactionsTraceSession                    Function MsDtc                                     1.0.0.0     
Set-DtcTransactionsTraceSetting                    Function MsDtc                                     1.0.0.0     
Set-DynamicParameterVariables                      Function Pester                                    3.4.0       
Set-EtwTraceProvider                               Function EventTracingManagement                    1.0.0.0     
Set-EtwTraceSession                                   Alias EventTracingManagement                    1.0.0.0     
Set-ExecutionPolicy                                  Cmdlet Microsoft.PowerShell.Security             3.0.0.0     
Set-FileIntegrity                                  Function Storage                                   2.0.0.0     
Set-FileShare                                      Function Storage                                   2.0.0.0     
Set-FileStorageTier                                Function Storage                                   2.0.0.0     
Set-HVCIOptions                                      Cmdlet ConfigCI                                  1.0         
Set-InitiatorPort                                  Function Storage                                   2.0.0.0     
Set-IscsiChapSecret                                Function iSCSI                                     1.0.0.0     
Set-Item                                             Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Set-ItemProperty                                     Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Set-JobTrigger                                       Cmdlet PSScheduledJob                            1.1.0.0     
Set-KdsConfiguration                                 Cmdlet Kds                                       1.0.0.0     
Set-KmsLicenseInfo                                 Function OSLicense                                 1.0.0       
Set-LapsADAuditing                                   Cmdlet LAPS                                      1.0.0.0     
Set-LapsADComputerSelfPermission                     Cmdlet LAPS                                      1.0.0.0     
Set-LapsADPasswordExpirationTime                     Cmdlet LAPS                                      1.0.0.0     
Set-LapsADReadPasswordPermission                     Cmdlet LAPS                                      1.0.0.0     
Set-LapsADResetPasswordPermission                    Cmdlet LAPS                                      1.0.0.0     
Set-LocalGroup                                       Cmdlet Microsoft.PowerShell.LocalAccounts        1.0.0.0     
Set-LocalUser                                        Cmdlet Microsoft.PowerShell.LocalAccounts        1.0.0.0     
Set-Location                                         Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Set-LogProperties                                  Function PSDiagnostics                             1.0.0.0     
Set-MMAgent                                        Function MMAgent                                   1.0         
Set-MpPreference                                   Function Defender                                  1.0         
Set-MpPreference                                   Function ConfigDefender                            1.0         
Set-MsixDefaultVolume                                 Alias Appx                                      2.0.1.0     
Set-MsixPackageAutoUpdateSettings                     Alias Appx                                      2.0.1.0     
Set-MsixPackageDefaultVolume                          Alias Appx                                      2.0.1.0     
Set-NCSIPolicyConfiguration                        Function NetworkConnectivityStatus                 1.0.0.0     
Set-Net6to4Configuration                           Function NetworkTransition                         1.0.0.0     
Set-NetAdapter                                     Function NetAdapter                                2.0.0.0     
Set-NetAdapterAdvancedProperty                     Function NetAdapter                                2.0.0.0     
Set-NetAdapterBinding                              Function NetAdapter                                2.0.0.0     
Set-NetAdapterChecksumOffload                      Function NetAdapter                                2.0.0.0     
Set-NetAdapterDataPathConfiguration                Function NetAdapter                                2.0.0.0     
Set-NetAdapterEncapsulatedPacketTaskOffload        Function NetAdapter                                2.0.0.0     
Set-NetAdapterIPsecOffload                         Function NetAdapter                                2.0.0.0     
Set-NetAdapterLso                                  Function NetAdapter                                2.0.0.0     
Set-NetAdapterPacketDirect                         Function NetAdapter                                2.0.0.0     
Set-NetAdapterPowerManagement                      Function NetAdapter                                2.0.0.0     
Set-NetAdapterQos                                  Function NetAdapter                                2.0.0.0     
Set-NetAdapterRdma                                 Function NetAdapter                                2.0.0.0     
Set-NetAdapterRsc                                  Function NetAdapter                                2.0.0.0     
Set-NetAdapterRss                                  Function NetAdapter                                2.0.0.0     
Set-NetAdapterSriov                                Function NetAdapter                                2.0.0.0     
Set-NetAdapterUro                                  Function NetAdapter                                2.0.0.0     
Set-NetAdapterUso                                  Function NetAdapter                                2.0.0.0     
Set-NetAdapterVmq                                  Function NetAdapter                                2.0.0.0     
Set-NetConnectionProfile                           Function NetConnection                             2.0.0.0     
Set-NetDnsTransitionConfiguration                  Function NetworkTransition                         1.0.0.0     
Set-NetEventPacketCaptureProvider                  Function NetEventPacketCapture                     1.0.0.0     
Set-NetEventProvider                               Function NetEventPacketCapture                     1.0.0.0     
Set-NetEventSession                                Function NetEventPacketCapture                     1.0.0.0     
Set-NetEventVFPProvider                            Function NetEventPacketCapture                     1.0.0.0     
Set-NetEventVmSwitchProvider                       Function NetEventPacketCapture                     1.0.0.0     
Set-NetEventWFPCaptureProvider                     Function NetEventPacketCapture                     1.0.0.0     
Set-NetFirewallAddressFilter                       Function NetSecurity                               2.0.0.0     
Set-NetFirewallApplicationFilter                   Function NetSecurity                               2.0.0.0     
Set-NetFirewallHyperVProfile                       Function NetSecurity                               2.0.0.0     
Set-NetFirewallHyperVRule                          Function NetSecurity                               2.0.0.0     
Set-NetFirewallHyperVVMSetting                     Function NetSecurity                               2.0.0.0     
Set-NetFirewallInterfaceFilter                     Function NetSecurity                               2.0.0.0     
Set-NetFirewallInterfaceTypeFilter                 Function NetSecurity                               2.0.0.0     
Set-NetFirewallPortFilter                          Function NetSecurity                               2.0.0.0     
Set-NetFirewallProfile                             Function NetSecurity                               2.0.0.0     
Set-NetFirewallRule                                Function NetSecurity                               2.0.0.0     
Set-NetFirewallSecurityFilter                      Function NetSecurity                               2.0.0.0     
Set-NetFirewallServiceFilter                       Function NetSecurity                               2.0.0.0     
Set-NetFirewallSetting                             Function NetSecurity                               2.0.0.0     
Set-NetIPAddress                                   Function NetTCPIP                                  1.0.0.0     
Set-NetIPHttpsConfiguration                        Function NetworkTransition                         1.0.0.0     
Set-NetIPInterface                                 Function NetTCPIP                                  1.0.0.0     
Set-NetIPsecDospSetting                            Function NetSecurity                               2.0.0.0     
Set-NetIPsecMainModeCryptoSet                      Function NetSecurity                               2.0.0.0     
Set-NetIPsecMainModeRule                           Function NetSecurity                               2.0.0.0     
Set-NetIPsecPhase1AuthSet                          Function NetSecurity                               2.0.0.0     
Set-NetIPsecPhase2AuthSet                          Function NetSecurity                               2.0.0.0     
Set-NetIPsecQuickModeCryptoSet                     Function NetSecurity                               2.0.0.0     
Set-NetIPsecRule                                   Function NetSecurity                               2.0.0.0     
Set-NetIPv4Protocol                                Function NetTCPIP                                  1.0.0.0     
Set-NetIPv6Protocol                                Function NetTCPIP                                  1.0.0.0     
Set-NetIsatapConfiguration                         Function NetworkTransition                         1.0.0.0     
Set-NetLbfoTeam                                    Function NetLbfo                                   2.0.0.0     
Set-NetLbfoTeamMember                              Function NetLbfo                                   2.0.0.0     
Set-NetLbfoTeamNic                                 Function NetLbfo                                   2.0.0.0     
Set-NetNat                                         Function NetNat                                    1.0.0.0     
Set-NetNatGlobal                                   Function NetNat                                    1.0.0.0     
Set-NetNatTransitionConfiguration                  Function NetworkTransition                         1.0.0.0     
Set-NetNeighbor                                    Function NetTCPIP                                  1.0.0.0     
Set-NetOffloadGlobalSetting                        Function NetTCPIP                                  1.0.0.0     
Set-NetQosPolicy                                   Function NetQos                                    2.0.0.0     
Set-NetRoute                                       Function NetTCPIP                                  1.0.0.0     
Set-NetTCPSetting                                  Function NetTCPIP                                  1.0.0.0     
Set-NetTeredoConfiguration                         Function NetworkTransition                         1.0.0.0     
Set-NetUDPSetting                                  Function NetTCPIP                                  1.0.0.0     
Set-NetworkSwitchEthernetPortIPAddress             Function NetworkSwitchManager                      1.0.0.0     
Set-NetworkSwitchPortMode                          Function NetworkSwitchManager                      1.0.0.0     
Set-NetworkSwitchPortProperty                      Function NetworkSwitchManager                      1.0.0.0     
Set-NetworkSwitchVlanProperty                      Function NetworkSwitchManager                      1.0.0.0     
Set-NonRemovableAppsPolicy                           Cmdlet Dism                                      3.0         
Set-OdbcDriver                                     Function Wdac                                      1.0.0.0     
Set-OdbcDsn                                        Function Wdac                                      1.0.0.0     
Set-OsConfigurationDocument                          Cmdlet OsConfiguration                           1.2.0.0     
Set-OsConfigurationProperty                          Cmdlet OsConfiguration                           1.2.0.0     
Set-OSConfigurationScenarioDefinition                Cmdlet OsConfiguration                           1.2.0.0     
Set-OSLicenseInfo                                  Function OSLicense                                 1.0.0       
Set-PackageSource                                    Cmdlet PackageManagement                         1.0.0.1     
Set-Partition                                      Function Storage                                   2.0.0.0     
Set-PcsvDeviceBootConfiguration                    Function PcsvDevice                                1.0.0.0     
Set-PcsvDeviceNetworkConfiguration                 Function PcsvDevice                                1.0.0.0     
Set-PcsvDeviceUserPassword                         Function PcsvDevice                                1.0.0.0     
Set-PhysicalDisk                                   Function Storage                                   2.0.0.0     
Set-PreferredLanguage                                 Alias LanguagePackManagement                    1.0         
Set-PrintConfiguration                             Function PrintManagement                           1.1         
Set-Printer                                        Function PrintManagement                           1.1         
Set-PrinterProperty                                Function PrintManagement                           1.1         
Set-ProcessMitigation                                Cmdlet ProcessMitigations                        1.0.12      
Set-ProvisionedAppPackageDataFile                     Alias Dism                                      3.0         
Set-ProvisionedAppXDataFile                           Alias Dism                                      3.0         
Set-PSBreakpoint                                     Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
Set-PSDebug                                          Cmdlet Microsoft.PowerShell.Core                 3.0.0.0     
Set-PSReadLineKeyHandler                             Cmdlet PSReadLine                                2.0.0       
Set-PSReadLineOption                                 Cmdlet PSReadLine                                2.0.0       
Set-PSRepository                                   Function PowerShellGet                             1.0.0.1     
Set-PSSessionConfiguration                           Cmdlet Microsoft.PowerShell.Core                 3.0.0.0     
Set-PSWUSettings                                     Cmdlet PSWindowsUpdate                           2.2.1.5     
Set-RecoveryManagementPluginAltitude                 Cmdlet Dism                                      3.0         
Set-RecoveryRemoteManagementStatus                   Cmdlet Dism                                      3.0         
Set-ReFSDedupSchedule                                Cmdlet Microsoft.ReFsDedup.Commands              2.0.0.0     
Set-ReFSDedupScrubSchedule                           Cmdlet Microsoft.ReFsDedup.Commands              2.0.0.0     
Set-ResiliencySetting                              Function Storage                                   2.0.0.0     
Set-RuleOption                                       Cmdlet ConfigCI                                  1.0         
Set-ScheduledJob                                     Cmdlet PSScheduledJob                            1.1.0.0     
Set-ScheduledJobOption                               Cmdlet PSScheduledJob                            1.1.0.0     
Set-ScheduledTask                                  Function ScheduledTasks                            1.0.0.0     
Set-SecureBootUEFI                                   Cmdlet SecureBoot                                2.0.0.0     
Set-Service                                          Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Set-SmbBandwidthLimit                              Function SmbShare                                  2.0.0.0     
Set-SmbClientCertificateMapping                    Function SmbShare                                  2.0.0.0     
Set-SmbClientConfiguration                         Function SmbShare                                  2.0.0.0     
Set-SmbPathAcl                                     Function SmbShare                                  2.0.0.0     
Set-SmbServerAlternativePort                       Function SmbShare                                  2.0.0.0     
Set-SmbServerCertificateMapping                    Function SmbShare                                  2.0.0.0     
Set-SmbServerConfiguration                         Function SmbShare                                  2.0.0.0     
Set-SmbShare                                       Function SmbShare                                  2.0.0.0     
Set-StorageBusCache                                Function StorageBusCache                           1.0.0.0     
Set-StorageBusProfile                              Function StorageBusCache                           1.0.0.0     
Set-StorageFileServer                              Function Storage                                   2.0.0.0     
Set-StorageHealthSetting                           Function Storage                                   2.0.0.0     
Set-StoragePool                                    Function Storage                                   2.0.0.0     
Set-StorageProvider                                Function Storage                                   2.0.0.0     
Set-StorageSetting                                 Function Storage                                   2.0.0.0     
Set-StorageSubSystem                               Function Storage                                   2.0.0.0     
Set-StorageTier                                    Function Storage                                   2.0.0.0     
Set-StrictMode                                       Cmdlet Microsoft.PowerShell.Core                 3.0.0.0     
Set-SubscriptionLicenseInfo                        Function OSLicense                                 1.0.0       
Set-SystemLanguage                                    Alias LanguagePackManagement                    1.0         
Set-SystemPreferredUILanguage                        Cmdlet LanguagePackManagement                    1.0         
Set-TestInconclusive                               Function Pester                                    3.4.0       
Set-TimeZone                                         Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Set-TpmOwnerAuth                                     Cmdlet TrustedPlatformModule                     2.0.0.0     
Set-TraceSource                                      Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
Set-UevConfiguration                                 Cmdlet UEV                                       2.1.639.0   
Set-UevTemplateProfile                               Cmdlet UEV                                       2.1.639.0   
Setup                                              Function Pester                                    3.4.0       
Set-Variable                                         Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
Set-VirtualDisk                                    Function Storage                                   2.0.0.0     
Set-Volume                                         Function Storage                                   2.0.0.0     
Set-VolumeScrubPolicy                              Function Storage                                   2.0.0.0     
Set-VpnConnection                                  Function VpnClient                                 2.0.0.0     
Set-VpnConnectionIPsecConfiguration                Function VpnClient                                 2.0.0.0     
Set-VpnConnectionProxy                             Function VpnClient                                 2.0.0.0     
Set-VpnConnectionTriggerDnsConfiguration           Function VpnClient                                 2.0.0.0     
Set-VpnConnectionTriggerTrustedNetwork             Function VpnClient                                 2.0.0.0     
Set-WheaMemoryPolicy                                 Cmdlet Whea                                      2.0.0.0     
Set-WinAcceptLanguageFromLanguageListOptOut          Cmdlet International                             2.1.0.0     
Set-WinCultureFromLanguageListOptOut                 Cmdlet International                             2.1.0.0     
Set-WinDefaultInputMethodOverride                    Cmdlet International                             2.1.0.0     
Set-WindowsEdition                                   Cmdlet Dism                                      3.0         
Set-WindowsProductKey                                Cmdlet Dism                                      3.0         
Set-WindowsReservedStorageState                      Cmdlet Dism                                      3.0         
Set-WindowsSearchSetting                             Cmdlet WindowsSearch                             1.0.0.0     
Set-WinHomeLocation                                  Cmdlet International                             2.1.0.0     
Set-WinhttpProxy                                   Function WinHttpProxy                              1.0.0.0     
Set-WinLanguageBarOption                             Cmdlet International                             2.1.0.0     
Set-WinSystemLocale                                  Cmdlet International                             2.1.0.0     
Set-WinUILanguageOverride                            Cmdlet International                             2.1.0.0     
Set-WinUserLanguageList                              Cmdlet International                             2.1.0.0     
Set-WmiInstance                                      Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Set-WSManInstance                                    Cmdlet Microsoft.WSMan.Management                3.0.0.0     
Set-WSManQuickConfig                                 Cmdlet Microsoft.WSMan.Management                3.0.0.0     
Set-WUSettings                                       Cmdlet PSWindowsUpdate                           2.2.1.5     
Should                                             Function Pester                                    3.4.0       
Show-Command                                         Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
Show-ControlPanelItem                                Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Show-EventLog                                        Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Show-NetFirewallRule                               Function NetSecurity                               2.0.0.0     
Show-NetIPsecRule                                  Function NetSecurity                               2.0.0.0     
Show-StorageHistory                                Function Storage                                   2.0.0.0     
Show-VirtualDisk                                   Function Storage                                   2.0.0.0     
Show-WindowsDeveloperLicenseRegistration             Cmdlet WindowsDeveloperLicense                   1.0.0.0     
Show-WindowsUpdate                                    Alias PSWindowsUpdate                           2.2.1.5     
Sort-Object                                          Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
Split-Path                                           Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Split-WindowsImage                                   Cmdlet Dism                                      3.0         
Start-AppBackgroundTask                            Function AppBackgroundTask                         1.0.0.0     
Start-AppvVirtualProcess                           Function AppvClient                                1.0.0.0     
Start-AutologgerConfig                             Function EventTracingManagement                    1.0.0.0     
Start-BitsTransfer                                   Cmdlet BitsTransfer                              2.0.0.0     
Start-DscConfiguration                               Cmdlet PSDesiredStateConfiguration               1.1         
Start-Dtc                                          Function MsDtc                                     1.0.0.0     
Start-DtcDiagnosticResourceManager                   Cmdlet MsDtc                                     1.0.0.0     
Start-DtcTransactionsTraceSession                  Function MsDtc                                     1.0.0.0     
Start-EtwTraceSession                              Function EventTracingManagement                    1.0.0.0     
Start-Job                                            Cmdlet Microsoft.PowerShell.Core                 3.0.0.0     
Start-MpRollback                                   Function Defender                                  1.0         
Start-MpRollback                                   Function ConfigDefender                            1.0         
Start-MpScan                                       Function Defender                                  1.0         
Start-MpScan                                       Function ConfigDefender                            1.0         
Start-MpWDOScan                                    Function ConfigDefender                            1.0         
Start-MpWDOScan                                    Function Defender                                  1.0         
Start-NetEventSession                              Function NetEventPacketCapture                     1.0.0.0     
Start-OSUninstall                                    Cmdlet Dism                                      3.0         
Start-PcsvDevice                                   Function PcsvDevice                                1.0.0.0     
Start-Process                                        Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Start-ReFSDedupJob                                   Cmdlet Microsoft.ReFsDedup.Commands              2.0.0.0     
Start-ScheduledTask                                Function ScheduledTasks                            1.0.0.0     
Start-Service                                        Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Start-Sleep                                          Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
Start-StorageDiagnosticLog                         Function Storage                                   2.0.0.0     
Start-Trace                                        Function PSDiagnostics                             1.0.0.0     
Start-Transaction                                    Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Start-Transcript                                     Cmdlet Microsoft.PowerShell.Host                 3.0.0.0     
Stop-AppvClientConnectionGroup                       Cmdlet AppvClient                                1.0.0.0     
Stop-AppvClientPackage                               Cmdlet AppvClient                                1.0.0.0     
Stop-Computer                                        Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Stop-DscConfiguration                              Function PSDesiredStateConfiguration               1.1         
Stop-Dtc                                           Function MsDtc                                     1.0.0.0     
Stop-DtcDiagnosticResourceManager                    Cmdlet MsDtc                                     1.0.0.0     
Stop-DtcTransactionsTraceSession                   Function MsDtc                                     1.0.0.0     
Stop-EtwTraceSession                               Function EventTracingManagement                    1.0.0.0     
Stop-Job                                             Cmdlet Microsoft.PowerShell.Core                 3.0.0.0     
Stop-NetEventSession                               Function NetEventPacketCapture                     1.0.0.0     
Stop-PcsvDevice                                    Function PcsvDevice                                1.0.0.0     
Stop-Process                                         Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Stop-ReFSDedupJob                                    Cmdlet Microsoft.ReFsDedup.Commands              2.0.0.0     
Stop-ScheduledTask                                 Function ScheduledTasks                            1.0.0.0     
Stop-Service                                         Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Stop-StorageDiagnosticLog                          Function Storage                                   2.0.0.0     
Stop-StorageJob                                    Function Storage                                   2.0.0.0     
Stop-Trace                                         Function PSDiagnostics                             1.0.0.0     
Stop-Transcript                                      Cmdlet Microsoft.PowerShell.Host                 3.0.0.0     
Suspend-BitLocker                                  Function BitLocker                                 1.0.0.0     
Suspend-BitsTransfer                                 Cmdlet BitsTransfer                              2.0.0.0     
Suspend-Job                                          Cmdlet Microsoft.PowerShell.Core                 3.0.0.0     
Suspend-PrintJob                                   Function PrintManagement                           1.1         
Suspend-ReFSDedupSchedule                            Cmdlet Microsoft.ReFsDedup.Commands              2.0.0.0     
Suspend-Service                                      Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Suspend-StorageBusDisk                             Function StorageBusCache                           1.0.0.0     
Switch-Certificate                                   Cmdlet PKI                                       1.0.0.0     
Sync-AppvPublishingServer                            Cmdlet AppvClient                                1.0.0.0     
Sync-NetIPsecRule                                  Function NetSecurity                               2.0.0.0     
T:                                                 Function                                                       
TabExpansion2                                      Function                                                       
Tee-Object                                           Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
Test-AppLockerPolicy                                 Cmdlet AppLocker                                 2.0.0.0     
Test-Certificate                                     Cmdlet PKI                                       1.0.0.0     
Test-ComputerSecureChannel                           Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Test-Connection                                      Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Test-DscConfiguration                                Cmdlet PSDesiredStateConfiguration               1.1         
Test-Dtc                                           Function MsDtc                                     1.0.0.0     
Test-FileCatalog                                     Cmdlet Microsoft.PowerShell.Security             3.0.0.0     
Test-KdsRootKey                                      Cmdlet Kds                                       1.0.0.0     
Test-ModuleManifest                                  Cmdlet Microsoft.PowerShell.Core                 3.0.0.0     
Test-NetConnection                                 Function NetTCPIP                                  1.0.0.0     
Test-Path                                            Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Test-PSSessionConfigurationFile                      Cmdlet Microsoft.PowerShell.Core                 3.0.0.0     
Test-ScriptFileInfo                                Function PowerShellGet                             1.0.0.1     
Test-UevTemplate                                     Cmdlet UEV                                       2.1.639.0   
Test-WSMan                                           Cmdlet Microsoft.WSMan.Management                3.0.0.0     
Trace-Command                                        Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
U:                                                 Function                                                       
Unblock-File                                         Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
Unblock-FileShareAccess                            Function Storage                                   2.0.0.0     
Unblock-SmbClientAccessToServer                    Function SmbShare                                  2.0.0.0     
Unblock-SmbShareAccess                             Function SmbShare                                  2.0.0.0     
Unblock-Tpm                                          Cmdlet TrustedPlatformModule                     2.0.0.0     
Undo-DtcDiagnosticTransaction                        Cmdlet MsDtc                                     1.0.0.0     
Undo-Transaction                                     Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
UnHide-WindowsUpdate                                  Alias PSWindowsUpdate                           2.2.1.5     
Uninstall-Dtc                                      Function MsDtc                                     1.0.0.0     
Uninstall-Language                                   Cmdlet LanguagePackManagement                    1.0         
Uninstall-Module                                   Function PowerShellGet                             1.0.0.1     
Uninstall-Package                                    Cmdlet PackageManagement                         1.0.0.1     
Uninstall-ProvisioningPackage                        Cmdlet Provisioning                              3.0         
Uninstall-Script                                   Function PowerShellGet                             1.0.0.1     
Uninstall-TrustedProvisioningCertificate             Cmdlet Provisioning                              3.0         
Uninstall-WindowsUpdate                               Alias PSWindowsUpdate                           2.2.1.5     
Unlock-BitLocker                                   Function BitLocker                                 1.0.0.0     
Unprotect-CmsMessage                                 Cmdlet Microsoft.PowerShell.Security             3.0.0.0     
Unpublish-AppvClientPackage                          Cmdlet AppvClient                                1.0.0.0     
Unregister-AppBackgroundTask                       Function AppBackgroundTask                         1.0.0.0     
Unregister-ClusteredScheduledTask                  Function ScheduledTasks                            1.0.0.0     
Unregister-Event                                     Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
Unregister-IscsiSession                            Function iSCSI                                     1.0.0.0     
Unregister-PackageSource                             Cmdlet PackageManagement                         1.0.0.1     
Unregister-PSRepository                            Function PowerShellGet                             1.0.0.1     
Unregister-PSSessionConfiguration                    Cmdlet Microsoft.PowerShell.Core                 3.0.0.0     
Unregister-RecoveryManagementPlugin                  Cmdlet Dism                                      3.0         
Unregister-ScheduledJob                              Cmdlet PSScheduledJob                            1.1.0.0     
Unregister-ScheduledTask                           Function ScheduledTasks                            1.0.0.0     
Unregister-StorageSubsystem                        Function Storage                                   2.0.0.0     
Unregister-UevTemplate                               Cmdlet UEV                                       2.1.639.0   
Unregister-WindowsDeveloperLicense                   Cmdlet WindowsDeveloperLicense                   1.0.0.0     
Update-AutologgerConfig                            Function EventTracingManagement                    1.0.0.0     
Update-Disk                                        Function Storage                                   2.0.0.0     
Update-DscConfiguration                            Function PSDesiredStateConfiguration               1.1         
Update-EtwTraceSession                             Function EventTracingManagement                    1.0.0.0     
Update-FormatData                                    Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
Update-Help                                          Cmdlet Microsoft.PowerShell.Core                 3.0.0.0     
Update-HostStorageCache                            Function Storage                                   2.0.0.0     
Update-IscsiTarget                                 Function iSCSI                                     1.0.0.0     
Update-IscsiTargetPortal                           Function iSCSI                                     1.0.0.0     
Update-LapsADSchema                                  Cmdlet LAPS                                      1.0.0.0     
Update-List                                          Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
Update-Module                                      Function PowerShellGet                             1.0.0.1     
Update-ModuleManifest                              Function PowerShellGet                             1.0.0.1     
Update-MpSignature                                 Function Defender                                  1.0         
Update-MpSignature                                 Function ConfigDefender                            1.0         
Update-NetFirewallDynamicKeywordAddress            Function NetSecurity                               2.0.0.0     
Update-NetIPsecRule                                Function NetSecurity                               2.0.0.0     
Update-Script                                      Function PowerShellGet                             1.0.0.1     
Update-ScriptFileInfo                              Function PowerShellGet                             1.0.0.1     
Update-SmbMultichannelConnection                   Function SmbShare                                  2.0.0.0     
Update-StorageBusCache                             Function StorageBusCache                           1.0.0.0     
Update-StorageFirmware                             Function Storage                                   2.0.0.0     
Update-StoragePool                                 Function Storage                                   2.0.0.0     
Update-StorageProviderCache                        Function Storage                                   2.0.0.0     
Update-TypeData                                      Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
Update-UevTemplate                                   Cmdlet UEV                                       2.1.639.0   
Update-WIMBootEntry                                  Cmdlet Dism                                      3.0         
Update-WUModule                                      Cmdlet PSWindowsUpdate                           2.2.1.5     
Use-Transaction                                      Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Use-WindowsUnattend                                  Cmdlet Dism                                      3.0         
V:                                                 Function                                                       
W:                                                 Function                                                       
Wait-Debugger                                        Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
Wait-Event                                           Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
Wait-Job                                             Cmdlet Microsoft.PowerShell.Core                 3.0.0.0     
Wait-Process                                         Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
Where-Object                                         Cmdlet Microsoft.PowerShell.Core                 3.0.0.0     
Write-Debug                                          Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
Write-DtcTransactionsTraceSession                  Function MsDtc                                     1.0.0.0     
Write-Error                                          Cmdlet Microsoft.PowerShell.Utility              3.1.0.0     
Write-EventLog                                       Cmdlet Microsoft.PowerShell.Management           3.1.0.0     
